freq (MHz);s11 (dB);real Z_in (Ohm); imag Z_in (Ohm)
2972;-3.567714483779644;44.52185457672845;83.42564483985112
2976;-3.554109600895341;44.66041478296685;83.800096998436
2980;-3.540751746319301;44.80015177780293;84.17288061612008
2984;-3.527637783512447;44.94109958964548;84.54401561595226
2988;-3.514765081374334;45.08329465156351;84.91351627264601
2992;-3.502131485034532;45.226775291482;85.28139092200469
2996;-3.489735283615279;45.37158118982087;85.64764171565074
3000;-3.477575175168892;45.51775280857752;86.01226442445605
3004;-3.465650229021468;45.6653307961834;86.37524829371455
3008;-3.453959845778708;45.81435537276612;86.73657595274189
3012;-3.442503715272738;45.96486570072341;87.09622338118724
3016;-3.431281772749256;46.11689924575895;87.45415993392274
3020;-3.420294153612006;46.27049113374505;87.8103484259359
3024;-3.409541147056951;46.42567350895443;88.16474527818156
3028;-3.399023148940501;46.58247489934533;88.51730072486784
3032;-3.388740614236483;46.74091959470471;88.86795908214667
3036;-3.378694009442204;46.9010270435007;89.21665907765446
3040;-3.368883765298801;47.06281127434741;89.56333423982014
3044;-3.359310230191249;47.2262803479442;89.90791334529828
3048;-3.349973624592113;47.39143584530792;90.25032092233401
3052;-3.340873996907796;47.5582723979883;90.59047780730015
3056;-3.332011181079231;47.72677726579626;90.92830175106619
3060;-3.32338475627847;47.89692996735948;91.26370807130537
3064;-3.314994009030033;48.06870196853007;91.59661034626671
3068;-3.306837898070689;48.24205643334257;91.926921144997
3072;-3.298915022244084;48.41694804181734;92.2545527884504
3076;-3.291223591705744;48.59332287843925;92.5794181354274
3080;-3.283761402693583;48.7711183946322;92.90143138678165
3084;-3.276525816093005;48.9502634479438;93.22050890091091
3088;-3.269513740001068;49.13067842003155;93.53657001314319
3092;-3.262721616465478;49.31227541482526;93.84953785129206
3096;-3.256145412544204;49.49495853748142;94.15934013938353
3100;-3.249780615801197;49.67862425395808;94.46590998135139
3104;-3.24362223431978;49.86316183017704;94.76918661638403
3108;-3.237664801281959;50.04845384886745;95.06911613756567
3112;-3.231902384126222;50.23437680128927;95.36565216553016
3116;-3.22632859826045;50.42080175011466;95.65875646900098
3120;-3.220936625269424;50.60759505883579;95.94839952436526
3124;-3.215719235518686;50.79461918216266;96.23456100681003
3128;-3.210668815019029;50.98173351100938;96.51723020603309
3132;-3.205777396377436;51.16879526482208;96.79640636013707
3136;-3.201036693622573;51.35566042322944;97.07209890201764
3140;-3.196438140655929;51.54218468828951;97.34432761335408
3144;-3.191972933042986;51.72822446797689;97.61312268220202
3148;-3.187632072823279;51.913637871026;97.87852466117165
3152;-3.183406415984979;52.09828570282416;98.14058432420725
3156;-3.179286722216979;52.28203245174269;98.39936242110798
3160;-3.175263706522771;52.46474725512151;98.65492933006306
3164;-3.171328092252851;52.64630483407068;98.9073646096608
3168;-3.167470665088469;52.82658638634462;99.15675645302397
3172;-3.163682327490282;53.005480426783;99.40320104789187
3176;-3.159954153107484;53.18288356516202;99.64680184764688
3180;-3.156277440632004;53.35870121181282;99.88766875938512
3184;-3.152643766574263;53.53284820199168;100.125917256202
3188;-3.149045036433392;53.70524933071572;100.3616674218489
3192;-3.145473533738363;53.87583979065827;100.5950429368112
3196;-3.141921966442717;54.04456550663392;100.8261700156685
3200;-3.138383510168956;54.21138336124558;101.055176306284
3204;-3.134851847816756;54.37626130736849;101.2821897619409
3208;-3.131321205072986;54.53917836431849;101.507337498005
3212;-3.127786381390632;54.70012449573216;101.7307446449928
3216;-3.124242776037262;54.85910036842041;101.9525332101467
3220;-3.120686408854069;55.0161169926867;102.1728209596548
3224;-3.117113935409377;55.17119524581725;102.3917203336054
3228;-3.113522656278683;55.32436528166141;102.6093374055904
3232;-3.109910520236224;55.47566583039673;102.8257708985475
3236;-3.10627612119628;55.62514339368836;103.0411112680587
3240;-3.102618688803052;55.77285134156235;103.255439863772
3244;-3.098938072625148;55.91884891830389;103.4688281790531
3248;-3.095234719974969;56.06320016568154;103.6813371982446
3252;-3.091509647433908;56.20597277267184;103.8930168501761
3256;-3.087764406227686;56.34723686168746;104.1039055757159
3260;-3.084001041658392;56.48706372206141;104.314030016257
3264;-3.080222046860612;56.62552450221305;104.5234048290818
3268;-3.076430311208633;56.76268887251967;104.7320326345301
3272;-3.072629063758278;56.89862367143786;104.9399040988524
3276;-3.06882181216131;57.03339154786068;105.1469981555175
3280;-3.065012277541763;57.16704961307848;105.3532823666029
3284;-3.061204325868476;57.29964811595207;105.5587134247209
3288;-3.057401896403073;57.43122915515944;105.7632377947038
3292;-3.053608927839118;57.56182544244164;105.966792493017
3296;-3.049829282781719;57.69145913080612;106.1693060015764
3300;-3.046066671245159;57.82014072155216;106.3706993113208
3304;-3.042324573868563;57.94786806378945;106.5708870895417
3308;-3.038606165567491;58.0746254598059;106.7697789635914
3312;-3.034914240350004;58.20038288917728;106.9672809122074
3316;-3.031251138033472;58.32509536397374;107.1632967543017
3320;-3.027618673597639;58.44870242663636;107.3577297236523
3324;-3.024018069904895;58.57112780126051;107.5504841166045
3328;-3.020449894508381;58.69227920794734;107.7414669985135
3332;-3.016914001250776;58.81204834868437;107.9305899534473
